2016-11-09 14:40:40,489,Path: thirtybirds.Network.info , Class: Info , Function: __init__ , Arguments: (),
2016-11-09 14:40:40,489,Path: thirtybirds.Network.info , Class: Info , Function: getOnlineStatus , Arguments: (),
2016-11-09 14:40:40,489,Path: thirtybirds.Network.info , Class: Info , Function: getGlobalIp , Arguments: (),
2016-11-09 14:41:31,398,Path: thirtybirds.Network.info , Class: Info , Function: __init__ , Arguments: (),
2016-11-09 14:41:31,398,Path: thirtybirds.Network.info , Class: Info , Function: getOnlineStatus , Arguments: (),
2016-11-09 14:41:31,398,Path: thirtybirds.Network.info , Class: Info , Function: getGlobalIp , Arguments: (),
